id,value,synthetic_class,1,abnormalities,autosomal,breast,c2,cancer,cancers,carcinomas,cell,colorectal,complement,congenital,deficiency,deficient,dehydrogenase,disease,disorder,disorders,dysplasia,dystrophy,familial,g6pd,hereditary,infections,inherited,linked,muscular,ovarian,protein,recessive,sporadic,syndrome,tumors,type,von
1306,gastric and colorectal cancer,CompositeMention,0,0,0,0,0,1.13009,0,0,0,1.01956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,gastric and colorectal cancers,CompositeMention,0,0,0,0,0,1.13009,1.04024,0,0,1.01956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,gastric cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,gastric cancers,SpecificDisease,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,gastrulation defect,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,gaze-evoked nystagmus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,gene defects,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,generalized epilepsy and febrile seizures   plus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,genetic abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,genetic abnormality,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,genetic bleeding disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,genetic defect,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,genetic defects,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,genetic deficiency,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,genetic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,genetic diseases,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,genetic disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,genetic disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,genetic lesions,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,genital abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,genital anomalies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,genitourinary abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,giant cell fibroblastoma,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,gingival overgrowths,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,glaucoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,glial cell death,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,glioblastoma,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,glioblastomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,glioma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,gliomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,glomerular basement membrane abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,glomerulonephritis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,glomerulosclerosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,glucose 6 phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,1.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,glucose 6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,1.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,glucose-6-phosphate dehydrogenase (G6PD) -deficient,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0366,1.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,1.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,glucose-6-phosphate dehydrogenase deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,1.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,glucose/galactose malabsorption,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,glycerol kinase deficiency,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,goiter,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,goitre,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,golden retriever muscular dystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1349,gonadal anomaly,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,gonadal hypoplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,gonadotropin deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,gonococcal infection,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,gouty arthritis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,granulocyte dysfunction,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,growth hormone (GH) deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,growth retardation,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,haemangioblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,haematuria,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,haemoglobinuria,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,haemolysis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,haemolytic attack,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,haemolytic attacks,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,haemorrhagic condition,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,haemostasis abnormality,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,hamartoma syndromes,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
1366,haploinsufficiency of PAX6,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,hearing impairment,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,hearing loss,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,hemangioblastomas,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,hematologic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,hematologic malignancy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,hematologic neoplasms,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,hematological malignancies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,hematological malignancy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,hematopoietic and solid tumors,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1376,hematuric glomerulonephritis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,hemochromatosis,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,hemolysis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,hemolytic anemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,hemolytic crisis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,hemolytic uremic syndrome,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
1382,hemophagocytosis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,hemophilia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,hemophilia A,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,hemophilia B,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,hemostatic abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,hepatic and neuro-logical abnormalities,CompositeMention,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,hepatic cirrhosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,hepatic copper accumulation,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,hepatic encephalopathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,hepatic fibrosis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,hepatic porphyria,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,hepatoblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,hepatoblastomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,hepatoma,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,hepatomegaly,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,hereditary adenomatous polyposis of the colon,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1398,hereditary and non hereditary retinoblastoma,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1399,hereditary breast and ovarian cancer,Modifer,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1400,hereditary breast and ovarian cancer syndrome,CompositeMention,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,1.11376,0,0,0
1401,hereditary breast and/or ovarian cancer,CompositeMention,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1402,hereditary breast cancer,SpecificDisease,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1403,hereditary breast cancers,SpecificDisease,0,0,0,1.07284,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1404,hereditary breast or ovarian cancer,CompositeMention,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1405,hereditary breast-ovarian cancer,DiseaseClass,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1406,hereditary breast-ovarian cancer syndrome,DiseaseClass,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,1.11376,0,0,0
1407,hereditary cancer,DiseaseClass,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1408,hereditary cancers,DiseaseClass,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1409,hereditary colorectal cancer syndrome,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,1.01956,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,1.11376,0,0,0
1410,hereditary coproporphyria,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1411,hereditary deafness,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1412,hereditary deficiency of the fifth component of complement,SpecificDisease,0,0,0,0,0,0,0,0,0,0,1.0558,0,1.27601,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1413,hereditary disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1414,hereditary forms of ovarian cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1415,hereditary glucose/galactose malabsorption,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1416,hereditary hemochromatosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1417,hereditary hemochromatotic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1418,hereditary human breast and ovarian cancer,CompositeMention,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1419,hereditary multisystemic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1420,hereditary non-polyposis cancer syndrome,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,1.11376,0,0,0
1421,hereditary non-polyposis colorectal cancer,Modifer,0,0,0,0,0,1.13009,0,0,0,1.01956,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1422,hereditary non-spherocytic hemolytic anemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1423,hereditary nonpolyposis colorectal cancer,Modifer,0,0,0,0,0,1.13009,0,0,0,1.01956,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1424,hereditary nonspherocytic hemolytic anemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1425,hereditary or non hereditary retinoblastoma,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1426,hereditary ovarian cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1427,hereditary ovarian cancers,SpecificDisease,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,1.06903,0,0,0,0,0,0,0
1428,hereditary progressive dystonia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1429,hereditary prostate cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1430,hereditary retinoblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1431,hereditary retinopathies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1432,hereditary tumor syndrome,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,1.11376,0,0,0
1433,hereditary tumours,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,0,0,0,0,0
1434,hex A deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,hexosaminidase A deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,high myopia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,high-arched palate,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,hip dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,histidinemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,hitch hiker thumb,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,homozygous hypobetalipoproteinemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02044,0,0,0,0,0,0
1442,human immunodeficiency virus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,hydrocephalus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,hyperalphalipoproteinemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02044,0,0,0,0,0,0
1445,hyperalphalipoproteinemic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02044,0,0,0,0,0,0
1446,hyperbilirubinaemia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,hypercholesterolemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,hyperglycerolemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,hyperinsulinaemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,hyperkeratosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,hyperlipoproteinemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02044,0,0,0,0,0,0
